Iteration,Live Cell Count
988,388
989,387
990,398
991,400
992,401
993,414
994,432
995,433
996,449
997,447
998,470
999,442
1000,442
1001,440
1002,444
1003,432
1004,448
1005,436
1006,434
1007,404
1008,413
1009,421
1010,426
1011,432
1012,453
1013,420
1014,436
1015,397
1016,404
1017,380
1018,369
1019,373
1020,351
1021,364
1022,353
1023,354
1024,358
1025,358
1026,377
1027,376
1028,411
1029,391
1030,378
1031,364
1032,365
1033,369
1034,377
1035,364
1036,371
1037,368
1038,366
1039,351
1040,348
1041,340
1042,340
1043,344
1044,340
1045,339
1046,337
1047,341
1048,345
1049,342
1050,344
1051,348
1052,344
1053,342
1054,346
1055,340
1056,358
1057,343
1058,343
1059,349
1060,349
1061,345
1062,352
1063,348
1064,344
1065,347
1066,351
1067,361
1068,371
1069,369
1070,378
1071,373
1072,387
1073,379
1074,375
1075,375
1076,371
1077,376
1078,370
1079,368
1080,351
1081,349
1082,343
1083,344
1084,347
1085,341
1086,346
1087,353
1088,354
1089,364
1090,369
1091,350
1092,365
1093,365
1094,365
1095,374
1096,375
1097,375
1098,370
1099,372
1100,359
1101,356
1102,367
1103,355
1104,368
1105,367
1106,376
1107,355
1108,366
1109,378
1110,367
1111,371
1112,377
1113,366
1114,371
1115,377
1116,373
1117,380
1118,377
1119,387
1120,373
1121,394
1122,389
1123,387
1124,368
1125,375
1126,383
1127,369
1128,376
1129,375
1130,381
1131,377
1132,395
1133,376
1134,394
1135,374
1136,368
1137,358
1138,348
1139,346
1140,345
1141,346
1142,333
1143,336
1144,337
1145,342
1146,335
1147,351
1148,342
1149,360
1150,350
1151,360
1152,337
1153,350
1154,337
1155,347
1156,338
1157,327
1158,327
1159,321
1160,334
1161,326
1162,337
1163,330
1164,335
1165,338
1166,337
1167,342
1168,343
1169,352
1170,365
1171,369
1172,360
1173,364
1174,365
1175,360
1176,372
1177,364
1178,373
1179,361
1180,365
1181,368
1182,361
1183,379
1184,370
1185,380
1186,367
1187,358
1188,358
1189,360
1190,370
1191,359
1192,364
1193,358
1194,359
1195,356
1196,356
1197,369
1198,362
1199,373
1200,381
1201,386
1202,389
1203,385
1204,397
1205,404
1206,428
1207,412
1208,431
1209,420
1210,434
1211,425
1212,429
1213,417
1214,415
1215,408
1216,396
1217,412
1218,412
1219,402
1220,402
1221,397
1222,385
1223,405
1224,401
1225,392
1226,383
1227,378
1228,373
1229,382
1230,384
1231,378
1232,364
1233,365
1234,375
1235,364
1236,380
1237,377
1238,385
1239,396
1240,382
1241,395
1242,385
1243,389
1244,397
1245,381
1246,398
1247,394
1248,419
1249,398
1250,404
1251,402
1252,417
1253,413
1254,423
1255,429
1256,416
1257,423
1258,451
1259,416
1260,440
1261,426
1262,428
1263,441
1264,448
1265,435
1266,438
1267,445
1268,449
1269,456
1270,463
1271,449
1272,445
1273,460
1274,461
1275,479
1276,492
1277,493
1278,492
1279,452
1280,441
1281,443
1282,437
1283,467
1284,441
1285,458
1286,441
1287,447
1288,431
1289,438
1290,435
1291,417
1292,407
1293,422
1294,409
1295,402
1296,401
1297,413
1298,406
1299,430
1300,408
1301,422
1302,409
1303,429
1304,411
1305,412
1306,400
1307,403
1308,407
1309,426
1310,425
1311,418
1312,420
1313,420
1314,420
1315,430
1316,422
1317,416
1318,409
1319,415
1320,401
1321,399
1322,399
1323,399
1324,404
1325,409
1326,424
1327,411
1328,412
1329,400
1330,388
1331,372
1332,384
1333,376
1334,395
1335,374
1336,385
1337,403
1338,399
1339,419
1340,421
1341,424
1342,447
1343,435
1344,436
1345,440
1346,436
1347,451
1348,417
1349,443
1350,409
1351,420
1352,416
1353,432
1354,424
1355,439
1356,431
1357,437
1358,445
1359,423
1360,392
1361,387
1362,390
1363,394
1364,402
1365,407
1366,416
1367,410
1368,402
1369,399
1370,404
1371,407
1372,374
1373,375
1374,379
1375,377
1376,372
1377,358
1378,361
1379,355
1380,377
1381,363
1382,376
1383,381
1384,378
1385,384
1386,389
1387,385
1388,387
1389,393
1390,421
1391,397
1392,402
1393,380
1394,406
1395,380
1396,391
1397,383
1398,375
1399,377
1400,377
1401,376
1402,365
1403,373
1404,362
1405,383
1406,376
1407,369
1408,376
1409,394
1410,362
1411,354
1412,355
1413,356
1414,355
1415,354
1416,348
1417,357
1418,360
1419,369
1420,368
1421,371
1422,348
1423,348
1424,345
1425,346
1426,355
1427,357
1428,365
1429,361
1430,363
1431,374
1432,367
1433,366
1434,377
1435,370
1436,367
1437,367
1438,372
1439,375
1440,381
1441,364
1442,366
1443,365
1444,349
1445,352
1446,351
1447,353
1448,362
1449,362
1450,350
1451,360
1452,351
1453,368
1454,361
1455,367
1456,367
1457,374
1458,381
1459,372
1460,368
1461,361
1462,366
1463,365
1464,363
1465,377
1466,363
1467,354
1468,352
1469,352
1470,358
1471,364
1472,372
1473,376
1474,361
1475,362
1476,353
1477,363
1478,364
1479,368
1480,373
1481,378
1482,359
1483,361
1484,365
1485,369
1486,364
1487,362
1488,370
1489,369
1490,383
1491,376
1492,371
1493,383
1494,380
1495,389
1496,391
1497,399
1498,398
1499,402
1500,405
1501,404
1502,404
1503,390
1504,391
1505,387
1506,400
1507,388
1508,386
1509,384
1510,382
1511,387
1512,382
1513,395
1514,387
1515,393
1516,395
1517,389
1518,381
1519,374
1520,382
1521,385
1522,390
1523,399
1524,397
1525,375
1526,377
1527,371
1528,370
1529,369
1530,369
1531,381
1532,374
1533,383
1534,389
1535,392
1536,403
1537,402
1538,402
1539,413
1540,401
1541,407
1542,403
1543,414
1544,416
1545,435
1546,428
1547,415
1548,419
1549,433
1550,439
1551,424
1552,421
1553,397
1554,422
1555,405
1556,409
1557,404
1558,406
1559,416
1560,422
1561,408
1562,391
1563,380
1564,389
1565,401
1566,416
1567,410
1568,423
1569,397
1570,392
1571,396
1572,384
1573,389
1574,388
1575,379
1576,389
1577,385
1578,407
1579,390
1580,386
1581,373
1582,379
1583,383
1584,390
1585,395
1586,394
1587,409
1588,400
1589,417
1590,422
1591,429
1592,419
1593,432
1594,442
1595,448
1596,416
1597,421
1598,413
1599,432
1600,443
1601,432
1602,457
1603,439
1604,460
1605,433
1606,467
1607,448
1608,454
1609,460
1610,454
1611,416
1612,421
1613,412
1614,424
1615,418
1616,401
1617,407
1618,409
1619,419
1620,429
1621,454
1622,429
1623,424
1624,414
1625,413
1626,418
1627,402
1628,420
1629,418
1630,428
1631,454
1632,439
1633,439
1634,423
1635,412
1636,420
1637,430
1638,429
1639,419
1640,405
1641,412
1642,418
1643,404
1644,419
1645,388
1646,403
1647,391
1648,402
1649,401
1650,402
1651,410
1652,413
1653,399
1654,418
1655,410
1656,422
1657,429
1658,456
1659,441
1660,454
1661,426
1662,440
1663,445
1664,445
1665,448
1666,447
1667,457
1668,440
1669,446
1670,451
1671,443
1672,455
1673,440
1674,439
1675,427
1676,435
1677,427
1678,415
1679,420
1680,439
1681,436
1682,461
1683,450
1684,436
1685,450
1686,445
1687,459
1688,462
1689,450
1690,436
1691,437
1692,429
1693,442
1694,434
1695,415
1696,421
1697,392
1698,385
1699,382
1700,401
1701,389
1702,401
1703,394
1704,396
1705,405
1706,411
1707,389
1708,384
1709,377
1710,375
1711,380
1712,386
1713,397
1714,388
1715,389
1716,385
1717,408
1718,383
1719,409
1720,377
1721,375
1722,373
1723,369
1724,366
1725,388
1726,381
1727,388
1728,359
1729,357
1730,362
1731,377
1732,355
1733,358
1734,346
1735,344
1736,368
1737,348
1738,362
1739,355
1740,356
1741,352
1742,358
1743,363
1744,372
1745,362
1746,359
1747,359
1748,357
1749,358
1750,367
1751,358
1752,378
1753,366
1754,385
1755,366
1756,348
1757,361
1758,359
1759,352
1760,370
1761,364
1762,377
1763,367
1764,375
1765,373
1766,379
1767,383
1768,383
1769,381
1770,384
1771,387
1772,397
1773,409
1774,391
1775,406
1776,393
1777,430
1778,392
1779,404
1780,400
1781,415
1782,424
1783,401
1784,425
1785,423
1786,409
1787,398
1788,398
1789,412
1790,385
1791,384
1792,379
1793,379
1794,381
1795,364
1796,358
1797,347
1798,351
1799,343
1800,346
1801,336
1802,346
1803,346
1804,347
1805,345
1806,338
1807,340
1808,340
1809,344
1810,343
1811,354
1812,346
1813,340
1814,350
1815,344
1816,363
1817,358
1818,364
1819,377
1820,371
1821,383
1822,380
1823,376
1824,360
1825,382
1826,355
1827,357
1828,356
1829,362
1830,359
1831,361
1832,375
1833,369
1834,356
1835,364
1836,363
1837,363
1838,374
1839,377
1840,378
1841,393
1842,387
1843,370
1844,371
1845,381
1846,378
1847,357
1848,350
1849,342
1850,337
1851,345
1852,342
1853,345
1854,336
1855,344
1856,339
1857,336
1858,317
1859,305
1860,311
1861,306
1862,300
1863,306
1864,301
1865,312
1866,317
1867,338
1868,323
1869,340
1870,338
1871,358
1872,345
1873,360
1874,345
1875,353
1876,349
1877,336
1878,339
1879,328
1880,338
1881,352
1882,358
1883,365
1884,362
1885,368
1886,361
1887,360
1888,380
1889,376
1890,380
1891,374
1892,396
1893,388
1894,395
1895,391
1896,409
1897,401
1898,385
1899,393
1900,409
1901,400
1902,404
1903,413
1904,399
1905,406
1906,410
1907,422
1908,418
1909,431
1910,430
1911,457
1912,427
1913,452
1914,422
1915,451
1916,450
1917,461
1918,438
1919,468
1920,417
1921,431
1922,413
1923,407
1924,399
1925,393
1926,408
1927,399
1928,403
1929,406
1930,406
1931,396
1932,413
1933,410
1934,401
1935,404
1936,413
1937,400
1938,411
1939,406
1940,405
1941,419
1942,389
1943,394
1944,396
1945,407
1946,411
1947,411
1948,403
1949,419
1950,412
1951,452
1952,436
1953,456
1954,425
1955,436
1956,422
1957,438
1958,414
1959,411
1960,382
1961,388
1962,376
1963,377
1964,373
1965,380
1966,368
1967,357
1968,361
1969,351
1970,349
1971,344
1972,347
1973,334
1974,328
1975,325
1976,333
1977,341
1978,341
1979,365
1980,340
1981,346
1982,337
1983,344
1984,351
1985,358
1986,380
1987,388
1988,370
1989,350
1990,367
1991,353
1992,350
1993,358
1994,361
1995,360
1996,361
1997,350
1998,347
1999,330
2000,326
2001,323
2002,326
2003,318
2004,308
2005,314
2006,306
2007,306
2008,304
2009,314
2010,300
2011,309
2012,303
2013,310
2014,309
2015,311
2016,323
2017,306
2018,311
2019,294
2020,306
2021,308
2022,311
2023,295
2024,294
2025,291
2026,288
2027,287
2028,276
2029,276
2030,280
2031,282
2032,288
2033,292
2034,288
2035,299
2036,294
2037,287
2038,279
2039,275
2040,277
2041,284
2042,273
2043,271
2044,271
2045,266
2046,264
2047,264
2048,267
2049,263
2050,267
2051,258
2052,257
2053,259
2054,265
2055,262
2056,268
2057,261
2058,266
2059,271
2060,271
2061,277
2062,276
2063,286
2064,273
2065,280
2066,276
2067,275
2068,272
2069,278
2070,282
2071,288
2072,291
2073,294
2074,289
2075,298
2076,284
2077,289
2078,288
2079,295
2080,294
2081,293
2082,307
2083,293
2084,307
2085,289
2086,298
2087,289
2088,297
2089,305
2090,301
2091,315
2092,319
2093,318
2094,314
2095,323
2096,313
2097,323
2098,323
2099,319
2100,326
2101,313
2102,320
2103,320
2104,339
2105,314
2106,326
2107,307
2108,301
2109,294
2110,291
2111,296
2112,292
2113,295
2114,292
2115,291
2116,299
2117,304
2118,309
2119,305
2120,304
2121,318
2122,311
2123,317
2124,309
2125,307
2126,304
2127,311
2128,303
2129,312
2130,297
2131,302
2132,299
2133,300
2134,295
2135,313
2136,293
2137,297
2138,298
2139,291
2140,289
2141,290
2142,293
2143,291
2144,286
2145,281
2146,270
2147,268
2148,278
2149,276
2150,286
2151,286
2152,297
2153,295
2154,296
2155,290
2156,286
2157,298
2158,284
2159,290
2160,277
2161,284
2162,279
2163,284
2164,283
2165,284
2166,282
2167,292
2168,284
2169,281
2170,285
2171,277
2172,271
2173,281
2174,273
2175,280
2176,282
2177,279
2178,285
2179,289
2180,296
2181,293
2182,294
2183,299
2184,304
2185,317
2186,306
2187,322
2188,311
2189,313
2190,308
2191,305
2192,302
2193,293
2194,296
2195,299
2196,299
2197,317
2198,303
2199,314
2200,304
2201,310
2202,317
2203,317
2204,323
2205,309
2206,308
2207,308
2208,291
2209,287
2210,277
2211,274
2212,260
2213,260
2214,251
2215,242
2216,239
2217,237
2218,236
2219,234
2220,234
2221,234
2222,234
2223,234
2224,234
2225,234
2226,234
2227,234
2228,234
2229,234
2230,234
2231,234
2232,234
2233,234
2234,234
2235,234
2236,234
2237,234
2238,234
2239,234
2240,234
2241,234
2242,234
2243,234
2244,234
2245,234
2246,234
2247,234
2248,234
2249,234
2250,234
2251,234
2252,234
2253,234
2254,234
2255,234
2256,234
2257,234
2258,234
2259,234
2260,234
2261,234
2262,234
2263,234
2264,234
2265,234
2266,234
2267,234
2268,234
2269,234
2270,234
2271,234
2272,234
2273,234
2274,234
2275,234
2276,234
2277,234
2278,234
2279,234
2280,234
2281,234
2282,234
2283,234
2284,234
2285,234
2286,234
2287,234
2288,234
